Date,latitude,longitude,geo,GPP,NDVI,NPPy,Npp,Humidity,SoilTemperature,WindSpeed,WindDirection,AtmosphericPressure,RelativeHumidity,Precipitation
2016-06-25,36.60100285192999,-97.49384337514223,"{""type"":""Point"",""coordinates"":[-97.49384337514223,36.60100285192999]}",0.055900000000000005,0.2796914771298434,0.7972,0.03154043456720221,93.20408826086957,29.554782608695653,13.153677826086955,184.23347826086956,97.71246304347825,58.41395434782609,0.0
2016-06-25,36.60100285192999,-97.493573880557,"{""type"":""Point"",""coordinates"":[-97.493573880557,36.601002851929984]}",0.055600000000000004,0.2541251255040918,0.7148,0.03198879587894398,93.20408826086957,29.554782608695653,13.153677826086955,184.23347826086956,97.71246304347825,58.41395434782609,0.0
2016-06-25,36.60100285192999,-97.49330438597175,"{""type"":""Point"",""coordinates"":[-97.49330438597178,36.60100285193]}",0.0538,0.2449695380305758,0.6960000000000001,0.0311624500665779,93.20408826086957,29.554782608695653,13.153677826086955,184.23347826086956,97.71246304347825,58.41395434782609,0.0
2016-06-25,36.60100285192999,-97.49303489138651,"{""type"":""Point"",""coordinates"":[-97.49303489138653,36.601002851929984]}",0.0504,0.234970436558718,0.6955,0.029051218299353553,93.20408826086957,29.554782608695653,13.153677826086955,184.23347826086956,97.71246304347825,58.41395434782609,0.0
2016-06-25,36.60100285192999,-97.49276539680127,"{""type"":""Point"",""coordinates"":[-97.49276539680129,36.60100285193]}",0.049,0.234970436558718,0.7076,0.02807936507936508,93.20408826086957,29.554782608695653,13.153677826086955,184.23347826086956,97.71246304347825,58.41395434782609,0.0
2016-06-25,36.60100285192999,-97.49249590221604,"{""type"":""Point"",""coordinates"":[-97.49249590221606,36.60100285192999]}",0.0514,0.2472141003685756,0.7522000000000001,0.029181885425315125,93.20408826086957,29.554782608695653,13.153677826086955,184.23347826086956,97.71246304347825,58.41395434782609,0.0
2016-06-25,36.60100285192999,-97.49222640763082,"{""type"":""Point"",""coordinates"":[-97.49222640763084,36.60100285193]}",0.0531,0.2521487511089916,0.769,0.030120159327284797,93.20408826086957,29.554782608695653,13.153677826086955,184.23347826086956,97.71246304347825,58.41395434782609,0.0
2016-06-25,36.60100285192999,-97.49195691304558,"{""type"":""Point"",""coordinates"":[-97.49195691304558,36.60100285193]}",0.051800000000000006,0.2529451289437011,0.7806000000000001,0.029243566934259065,93.20408826086957,29.554782608695653,13.153677826086955,184.23347826086956,97.71246304347825,58.41395434782609,0.0
2016-06-25,36.60100285192999,-97.49168741846034,"{""type"":""Point"",""coordinates"":[-97.49168741846034,36.60100285192999]}",0.0516,0.2482006281600575,0.7883,0.029002695187165774,93.20408826086957,29.554782608695653,13.153677826086955,184.23347826086956,97.71246304347825,58.41395434782609,0.0
2016-06-25,36.60100285192999,-97.49141792387512,"{""type"":""Point"",""coordinates"":[-97.49141792387512,36.60100285192999]}",0.0526,0.2482006281600575,0.8084,0.02955162971714504,93.20408826086957,29.554782608695653,13.153677826086955,184.23347826086956,97.71246304347825,58.41395434782609,0.0
2016-06-25,36.60100285192999,-97.49114842928988,"{""type"":""Point"",""coordinates"":[-97.4911484292899,36.60100285192999]}",0.0545,0.2476902186472455,0.8352,0.03043080625752106,93.20408826086957,29.554782608695653,13.153677826086955,184.23347826086956,97.71246304347825,58.41395434782609,0.0
2016-06-25,36.60100285192999,-97.49087893470464,"{""type"":""Point"",""coordinates"":[-97.49087893470465,36.60100285193]}",0.0558,0.2466634280308254,0.8374,0.03103335325762104,93.20408826086957,29.554782608695653,13.153677826086955,184.23347826086956,97.71246304347825,58.41395434782609,0.0
